transaction_id,date,location_id,customer_segment,product_category,quantity,net_revenue,status
T000908,2026-07-29,L03,business,Category A,1,25.0,completed
T000909,2026-07-29,L03,consumer,Category A,4,32.0,completed
T000910,2026-07-29,L03,consumer,Category A,4,76.0,completed
T000911,2026-07-30,L01,consumer,Category D,2,36.0,completed
T000912,2026-07-30,L01,business,Category B,1,12.0,completed
T000913,2026-07-30,L01,consumer,Category A,5,50.0,completed
T000914,2026-07-30,L01,consumer,Category A,4,32.0,completed
T000915,2026-07-30,L01,consumer,Category A,5,80.0,completed
T000916,2026-07-30,L01,consumer,Category C,5,65.0,completed
T000917,2026-07-30,L01,consumer,Category A,5,125.0,completed
T000918,2026-07-30,L01,consumer,Category C,1,21.0,completed
T000919,2026-07-30,L01,consumer,Category D,1,21.0,completed
T000920,2026-07-30,L01,consumer,Category C,5,50.0,completed
T000921,2026-07-30,L01,consumer,Category D,6,138.0,completed
T000922,2026-07-30,L01,consumer,Category C,5,85.0,completed
T000923,2026-07-30,L01,business,Category B,3,27.0,completed
T000924,2026-07-30,L01,consumer,Category C,4,80.0,completed
T000925,2026-07-30,L01,business,Category D,5,100.0,completed
T000926,2026-07-30,L01,consumer,Category B,4,100.0,completed
T000927,2026-07-30,L01,consumer,Category D,4,32.0,completed
T000928,2026-07-30,L01,consumer,Category B,2,38.0,completed
T000929,2026-07-30,L01,consumer,Category A,4,72.0,completed
T000930,2026-07-30,L01,business,Category C,2,38.0,cancelled
T000931,2026-07-30,L01,consumer,Category C,6,114.0,completed
T000932,2026-07-30,L02,consumer,Category D,5,60.0,completed
T000933,2026-07-30,L02,business,Category A,1,13.0,completed
T000934,2026-07-30,L02,consumer,Category D,1,8.0,completed
T000935,2026-07-30,L02,consumer,Category B,5,125.0,completed
T000936,2026-07-30,L02,consumer,Category D,1,12.0,completed
T000937,2026-07-30,L02,consumer,Category B,1,22.0,completed
T000938,2026-07-30,L02,business,Category A,1,12.0,completed
T000939,2026-07-30,L02,consumer,Category C,1,15.0,completed
T000940,2026-07-30,L02,consumer,Category D,5,80.0,completed
T000941,2026-07-30,L02,consumer,Category A,2,46.0,completed
T000942,2026-07-30,L02,consumer,Category D,6,60.0,completed
T000943,2026-07-30,L02,consumer,Category B,5,65.0,completed
T000944,2026-07-30,L02,consumer,Category D,3,60.0,completed
T000945,2026-07-30,L02,business,Category D,1,17.0,completed
T000946,2026-07-30,L02,consumer,Category B,2,46.0,completed
T000947,2026-07-30,L03,consumer,Category B,1,24.0,completed
T000948,2026-07-30,L03,consumer,Category A,3,60.0,completed
T000949,2026-07-30,L03,consumer,Category B,5,60.0,completed
T000950,2026-07-30,L03,consumer,Category C,1,10.0,completed
T000951,2026-07-30,L03,consumer,Category A,2,32.0,completed
T000952,2026-07-30,L03,consumer,Category B,4,48.0,completed
T000953,2026-07-30,L03,consumer,Category B,1,21.0,completed
T000954,2026-07-30,L03,consumer,Category A,4,84.0,completed
T000955,2026-07-30,L03,consumer,Category B,4,96.0,completed
T000956,2026-07-30,L03,consumer,Category B,4,92.0,completed
T000957,2026-07-30,L03,business,Category C,6,84.0,completed
T000958,2026-07-30,L03,business,Category D,1,15.0,completed
T000959,2026-07-30,L03,consumer,Category A,4,32.0,completed
T000960,2026-07-30,L03,consumer,Category D,3,60.0,completed
T000961,2026-07-30,L03,consumer,Category C,1,12.0,completed
T000962,2026-07-30,L03,consumer,Category B,5,90.0,completed
T000963,2026-07-30,L03,consumer,Category A,1,11.0,completed
T000964,2026-07-30,L03,consumer,Category A,2,44.0,completed
T000965,2026-07-30,L03,consumer,Category B,3,39.0,cancelled
T000966,2026-07-30,L03,consumer,Category B,5,80.0,completed
T000967,2026-07-30,L03,consumer,Category A,2,38.0,completed
T000968,2026-07-31,L01,consumer,Category D,4,48.0,completed
T000969,2026-07-31,L01,consumer,Category B,4,92.0,completed
T000970,2026-07-31,L01,consumer,Category D,4,92.0,completed
T000971,2026-07-31,L01,consumer,Category C,5,95.0,completed
T000972,2026-07-31,L01,business,Category C,2,36.0,completed
T000973,2026-07-31,L01,consumer,Category D,3,39.0,completed
T000974,2026-07-31,L01,business,Category B,4,32.0,completed
T000975,2026-07-31,L01,business,Category B,1,13.0,completed
T000976,2026-07-31,L01,consumer,Category A,6,78.0,completed
T000977,2026-07-31,L01,business,Category B,6,90.0,completed
T000978,2026-07-31,L01,consumer,Category C,1,23.0,completed
T000979,2026-07-31,L01,consumer,Category B,5,115.0,completed
T000980,2026-07-31,L01,consumer,Category B,1,15.0,cancelled
T000981,2026-07-31,L01,consumer,Category B,6,66.0,completed
T000982,2026-07-31,L02,business,Category B,2,26.0,completed
T000983,2026-07-31,L02,consumer,Category C,3,72.0,completed
T000984,2026-07-31,L02,consumer,Category B,4,68.0,completed
T000985,2026-07-31,L02,consumer,Category A,3,45.0,completed
T000986,2026-07-31,L02,consumer,Category C,2,26.0,cancelled
T000987,2026-07-31,L02,consumer,Category D,5,110.0,completed
T000988,2026-07-31,L02,consumer,Category B,2,38.0,completed
T000989,2026-07-31,L02,consumer,Category D,3,48.0,completed
T000990,2026-07-31,L02,consumer,Category B,4,72.0,completed
T000991,2026-07-31,L02,consumer,Category A,1,9.0,completed
T000992,2026-07-31,L02,consumer,Category A,1,17.0,completed
T000993,2026-07-31,L02,consumer,Category B,4,60.0,completed
T000994,2026-07-31,L02,consumer,Category C,5,110.0,completed
T000995,2026-07-31,L02,consumer,Category B,2,36.0,completed
T000996,2026-07-31,L02,consumer,Category A,1,20.0,completed
T000997,2026-07-31,L02,consumer,Category D,2,16.0,completed
T000998,2026-07-31,L03,consumer,Category A,1,8.0,completed
T000999,2026-07-31,L03,consumer,Category D,2,32.0,completed
T001000,2026-07-31,L03,business,Category B,1,19.0,completed
T001001,2026-07-31,L03,consumer,Category A,3,75.0,completed
T001002,2026-07-31,L03,consumer,Category A,6,102.0,completed
T001003,2026-07-31,L03,business,Category C,6,54.0,completed
T001004,2026-07-31,L03,consumer,Category D,6,84.0,completed
T001005,2026-07-31,L03,consumer,Category D,2,48.0,completed
T001006,2026-07-31,L03,consumer,Category B,6,96.0,completed
T001007,2026-07-31,L03,consumer,Category A,2,48.0,completed
T001008,2026-07-31,L03,consumer,Category C,2,24.0,completed
T001009,2026-07-31,L03,consumer,Category D,3,75.0,completed
T001010,2026-07-31,L03,consumer,Category A,1,9.0,completed
T001011,2026-07-31,L03,consumer,Category A,2,38.0,cancelled
T001012,2026-07-31,L03,consumer,Category B,2,26.0,completed
T001013,2026-07-31,L03,consumer,Category C,5,90.0,completed
T001014,2026-07-31,L03,consumer,Category D,4,72.0,completed
T001015,2026-07-31,L03,consumer,Category A,6,108.0,completed
T001016,2026-08-01,L01,business,Category A,4,80.0,completed
T001017,2026-08-01,L01,consumer,Category B,1,10.0,completed
T001018,2026-08-01,L01,business,Category B,5,120.0,completed
T001019,2026-08-01,L01,business,Category C,5,70.0,cancelled
T001020,2026-08-01,L01,consumer,Category B,3,27.0,completed
T001021,2026-08-01,L01,consumer,Category C,6,132.0,completed
T001022,2026-08-01,L01,consumer,Category B,5,120.0,completed
T001023,2026-08-01,L01,consumer,Category D,2,36.0,completed
T001024,2026-08-01,L01,consumer,Category B,4,56.0,completed
T001025,2026-08-01,L01,consumer,Category C,6,96.0,completed
T001026,2026-08-01,L01,consumer,Category D,3,27.0,completed
T001027,2026-08-01,L01,consumer,Category B,1,8.0,completed
T001028,2026-08-01,L01,business,Category B,5,55.0,completed
T001029,2026-08-01,L01,business,Category B,3,45.0,completed
T001030,2026-08-01,L01,consumer,Category C,5,95.0,completed
T001031,2026-08-01,L01,consumer,Category A,3,75.0,completed
T001032,2026-08-01,L01,business,Category D,1,22.0,completed
T001033,2026-08-01,L01,consumer,Category C,1,12.0,completed
T001034,2026-08-01,L01,consumer,Category D,6,138.0,cancelled
T001035,2026-08-01,L01,consumer,Category B,5,120.0,completed
T001036,2026-08-01,L01,consumer,Category B,6,120.0,completed
T001037,2026-08-01,L02,consumer,Category A,4,52.0,completed
T001038,2026-08-01,L02,consumer,Category B,2,20.0,completed
T001039,2026-08-01,L02,consumer,Category C,5,110.0,completed
T001040,2026-08-01,L02,business,Category B,2,28.0,completed
T001041,2026-08-01,L02,consumer,Category D,4,48.0,completed
T001042,2026-08-01,L02,business,Category C,4,92.0,completed
T001043,2026-08-01,L02,business,Category B,4,32.0,completed
T001044,2026-08-01,L02,consumer,Category B,2,36.0,completed
T001045,2026-08-01,L02,business,Category A,3,27.0,completed
T001046,2026-08-01,L02,consumer,Category D,3,39.0,completed
T001047,2026-08-01,L02,business,Category A,4,64.0,completed
T001048,2026-08-01,L02,consumer,Category B,2,40.0,completed
T001049,2026-08-01,L03,business,Category D,1,19.0,completed
T001050,2026-08-01,L03,consumer,Category D,6,126.0,completed
T001051,2026-08-01,L03,consumer,Category A,1,8.0,completed
T001052,2026-08-01,L03,consumer,Category C,2,20.0,completed
T001053,2026-08-01,L03,consumer,Category B,5,95.0,completed
T001054,2026-08-01,L03,business,Category A,2,22.0,completed
T001055,2026-08-01,L03,consumer,Category A,2,18.0,completed
T001056,2026-08-01,L03,business,Category C,2,28.0,completed
T001057,2026-08-01,L03,consumer,Category C,3,54.0,completed
T001058,2026-08-01,L03,consumer,Category A,5,60.0,completed
T001059,2026-08-01,L03,consumer,Category D,3,30.0,cancelled
T001060,2026-08-01,L03,consumer,Category B,4,64.0,completed
T001061,2026-08-01,L03,business,Category A,1,12.0,completed
T001062,2026-08-01,L03,consumer,Category D,5,55.0,completed
T001063,2026-08-01,L03,consumer,Category A,5,80.0,completed
T001064,2026-08-01,L03,business,Category B,2,48.0,completed
T001065,2026-08-01,L03,business,Category A,5,75.0,completed
T001066,2026-08-01,L03,consumer,Category C,6,108.0,completed
T001067,2026-08-01,L03,consumer,Category A,2,28.0,completed
T001068,2026-08-02,L01,consumer,Category A,4,52.0,completed
T001069,2026-08-02,L01,consumer,Category B,4,88.0,completed
T001070,2026-08-02,L01,consumer,Category B,2,36.0,completed
T001071,2026-08-02,L01,consumer,Category D,1,11.0,completed
T001072,2026-08-02,L01,consumer,Category B,6,66.0,completed
T001073,2026-08-02,L01,consumer,Category D,3,51.0,completed
T001074,2026-08-02,L01,business,Category A,5,50.0,completed
T001075,2026-08-02,L01,business,Category B,5,65.0,completed
T001076,2026-08-02,L01,consumer,Category C,3,60.0,completed
T001077,2026-08-02,L01,business,Category C,2,28.0,completed
T001078,2026-08-02,L01,consumer,Category C,6,48.0,completed
T001079,2026-08-02,L01,business,Category C,5,95.0,completed
T001080,2026-08-02,L01,business,Category D,3,24.0,completed
T001081,2026-08-02,L01,consumer,Category A,5,70.0,completed
T001082,2026-08-02,L01,consumer,Category B,4,40.0,completed
T001083,2026-08-02,L02,consumer,Category A,1,18.0,completed
T001084,2026-08-02,L02,consumer,Category D,4,40.0,completed
T001085,2026-08-02,L02,consumer,Category A,2,44.0,completed
T001086,2026-08-02,L02,consumer,Category D,5,70.0,completed
T001087,2026-08-02,L02,consumer,Category D,5,80.0,completed
T001088,2026-08-02,L02,consumer,Category D,1,8.0,completed
T001089,2026-08-02,L02,business,Category A,5,110.0,completed
T001090,2026-08-02,L02,consumer,Category B,6,150.0,cancelled
T001091,2026-08-02,L02,consumer,Category D,3,75.0,completed
T001092,2026-08-02,L02,business,Category A,1,21.0,completed
T001093,2026-08-02,L02,consumer,Category A,1,14.0,completed
T001094,2026-08-02,L02,consumer,Category D,1,16.0,completed
T001095,2026-08-02,L03,consumer,Category D,3,69.0,completed
T001096,2026-08-02,L03,business,Category D,1,18.0,completed
T001097,2026-08-02,L03,consumer,Category C,5,95.0,completed
T001098,2026-08-02,L03,consumer,Category B,2,40.0,completed
T001099,2026-08-02,L03,consumer,Category A,4,68.0,completed
T001100,2026-08-02,L03,business,Category D,1,9.0,completed
T001101,2026-08-02,L03,consumer,Category D,3,66.0,completed
T001102,2026-08-02,L03,consumer,Category C,4,56.0,completed
T001103,2026-08-02,L03,consumer,Category A,5,90.0,completed
T001104,2026-08-02,L03,business,Category C,1,14.0,completed
T001105,2026-08-02,L03,consumer,Category D,5,45.0,completed
T001106,2026-08-02,L03,consumer,Category B,1,12.0,completed
T001107,2026-08-02,L03,consumer,Category C,4,80.0,completed
T001108,2026-08-02,L03,consumer,Category D,4,36.0,completed
T001109,2026-08-02,L03,consumer,Category B,4,68.0,completed
T001110,2026-08-02,L03,consumer,Category D,5,95.0,completed
T001111,2026-08-02,L03,business,Category A,6,72.0,completed
T001112,2026-08-02,L03,consumer,Category D,3,27.0,completed
T001113,2026-08-02,L03,consumer,Category A,2,26.0,completed
T001114,2026-08-02,L03,consumer,Category C,5,125.0,completed
T001115,2026-08-02,L03,consumer,Category A,4,52.0,completed
T001116,2026-08-03,L01,business,Category C,4,60.0,completed
T001117,2026-08-03,L01,business,Category A,2,16.0,completed
T001118,2026-08-03,L01,consumer,Category A,5,60.0,completed
T001119,2026-08-03,L01,consumer,Category C,4,68.0,completed
T001120,2026-08-03,L01,consumer,Category A,6,78.0,completed
T001121,2026-08-03,L01,consumer,Category A,5,85.0,completed
T001122,2026-08-03,L01,consumer,Category B,3,51.0,cancelled
T001123,2026-08-03,L01,consumer,Category B,3,60.0,completed
T001124,2026-08-03,L01,consumer,Category A,6,120.0,completed
T001125,2026-08-03,L01,consumer,Category C,3,51.0,completed
T001126,2026-08-03,L01,consumer,Category B,6,90.0,completed
T001127,2026-08-03,L01,consumer,Category C,5,70.0,completed
T001128,2026-08-03,L01,consumer,Category D,2,16.0,completed
T001129,2026-08-03,L01,consumer,Category B,3,24.0,cancelled
T001130,2026-08-03,L01,consumer,Category A,2,22.0,completed
T001131,2026-08-03,L01,business,Category A,4,48.0,completed
T001132,2026-08-03,L01,business,Category A,4,72.0,completed
T001133,2026-08-03,L02,consumer,Category A,2,20.0,completed
T001134,2026-08-03,L02,business,Category A,5,80.0,completed
T001135,2026-08-03,L02,consumer,Category B,3,60.0,completed
T001136,2026-08-03,L02,consumer,Category D,2,48.0,completed
T001137,2026-08-03,L02,business,Category C,5,65.0,completed
T001138,2026-08-03,L02,consumer,Category C,5,60.0,completed
T001139,2026-08-03,L02,consumer,Category D,5,70.0,completed
T001140,2026-08-03,L02,business,Category C,1,17.0,completed
T001141,2026-08-03,L02,business,Category A,3,75.0,completed
T001142,2026-08-03,L02,consumer,Category D,4,32.0,cancelled
T001143,2026-08-03,L02,consumer,Category D,2,28.0,completed
T001144,2026-08-03,L02,business,Category B,6,66.0,completed
T001145,2026-08-03,L02,business,Category A,2,18.0,completed
T001146,2026-08-03,L03,consumer,Category A,2,48.0,completed
T001147,2026-08-03,L03,consumer,Category D,4,40.0,completed
T001148,2026-08-03,L03,consumer,Category D,3,48.0,completed
T001149,2026-08-03,L03,consumer,Category D,5,90.0,completed
T001150,2026-08-03,L03,business,Category C,3,57.0,completed
T001151,2026-08-03,L03,consumer,Category C,5,125.0,completed
T001152,2026-08-03,L03,consumer,Category D,6,120.0,completed
T001153,2026-08-03,L03,consumer,Category C,5,70.0,completed
T001154,2026-08-03,L03,consumer,Category B,6,48.0,completed
T001155,2026-08-03,L03,consumer,Category C,5,85.0,completed
T001156,2026-08-03,L03,consumer,Category B,4,68.0,completed
T001157,2026-08-03,L03,consumer,Category A,6,102.0,cancelled
T001158,2026-08-03,L03,consumer,Category B,1,8.0,completed
T001159,2026-08-03,L03,business,Category A,3,51.0,completed
T001160,2026-08-03,L03,consumer,Category C,6,138.0,completed
T001161,2026-08-03,L03,consumer,Category B,6,120.0,completed
T001162,2026-08-03,L03,consumer,Category A,1,9.0,completed
T001163,2026-08-04,L01,consumer,Category B,6,108.0,completed
T001164,2026-08-04,L01,consumer,Category D,3,36.0,completed
T001165,2026-08-04,L01,business,Category D,2,18.0,completed
T001166,2026-08-04,L01,consumer,Category A,5,90.0,completed
T001167,2026-08-04,L01,consumer,Category C,4,88.0,completed
T001168,2026-08-04,L01,business,Category D,3,60.0,completed
T001169,2026-08-04,L01,consumer,Category C,6,114.0,completed
T001170,2026-08-04,L01,consumer,Category A,3,63.0,completed
T001171,2026-08-04,L01,business,Category A,6,150.0,completed
T001172,2026-08-04,L01,consumer,Category B,5,80.0,completed
T001173,2026-08-04,L01,consumer,Category D,1,14.0,completed
T001174,2026-08-04,L01,consumer,Category B,1,23.0,completed
T001175,2026-08-04,L01,consumer,Category A,2,38.0,completed
T001176,2026-08-04,L01,consumer,Category B,1,17.0,completed
T001177,2026-08-04,L02,consumer,Category B,1,12.0,completed
T001178,2026-08-04,L02,consumer,Category C,4,76.0,completed
T001179,2026-08-04,L02,consumer,Category C,5,45.0,completed
T001180,2026-08-04,L02,consumer,Category B,4,68.0,completed
T001181,2026-08-04,L02,consumer,Category A,2,28.0,completed
T001182,2026-08-04,L02,consumer,Category A,3,30.0,completed
T001183,2026-08-04,L02,business,Category D,6,120.0,completed
T001184,2026-08-04,L02,consumer,Category B,2,18.0,completed
T001185,2026-08-04,L02,consumer,Category C,5,85.0,completed
T001186,2026-08-04,L02,consumer,Category B,1,23.0,completed
T001187,2026-08-04,L02,consumer,Category D,4,40.0,completed
T001188,2026-08-04,L02,consumer,Category A,5,50.0,completed
T001189,2026-08-04,L02,consumer,Category B,5,45.0,completed
T001190,2026-08-04,L02,consumer,Category B,2,38.0,completed
T001191,2026-08-04,L02,consumer,Category B,2,36.0,completed
T001192,2026-08-04,L02,consumer,Category B,2,30.0,completed
T001193,2026-08-04,L02,consumer,Category C,2,20.0,completed
T001194,2026-08-04,L02,consumer,Category D,2,36.0,completed
T001195,2026-08-04,L02,business,Category B,4,40.0,completed
T001196,2026-08-04,L03,consumer,Category A,5,60.0,completed
T001197,2026-08-04,L03,consumer,Category B,4,44.0,completed
T001198,2026-08-04,L03,consumer,Category D,3,39.0,completed
T001199,2026-08-04,L03,consumer,Category D,5,40.0,completed
T001200,2026-08-04,L03,consumer,Category A,3,54.0,completed
T001201,2026-08-04,L03,consumer,Category A,1,16.0,completed
T001202,2026-08-04,L03,consumer,Category B,5,105.0,completed
T001203,2026-08-04,L03,consumer,Category D,1,12.0,completed
T001204,2026-08-04,L03,business,Category C,1,10.0,completed
T001205,2026-08-04,L03,consumer,Category D,3,54.0,completed
T001206,2026-08-04,L03,business,Category C,4,48.0,completed
T001207,2026-08-04,L03,business,Category C,6,120.0,completed
T001208,2026-08-04,L03,business,Category C,6,120.0,completed
T001209,2026-08-04,L03,consumer,Category B,2,36.0,completed
T001210,2026-08-04,L03,business,Category B,4,100.0,completed
T001211,2026-08-04,L03,consumer,Category C,6,150.0,completed
T001212,2026-08-04,L03,business,Category B,3,48.0,completed
T001213,2026-08-04,L03,business,Category A,6,90.0,completed
T001214,2026-08-04,L03,consumer,Category C,4,92.0,completed
T001215,2026-08-05,L01,consumer,Category B,6,96.0,completed
T001216,2026-08-05,L01,consumer,Category C,4,44.0,completed
T001217,2026-08-05,L01,consumer,Category C,3,69.0,completed
T001218,2026-08-05,L01,consumer,Category B,1,10.0,completed
T001219,2026-08-05,L01,consumer,Category B,5,60.0,completed
T001220,2026-08-05,L01,consumer,Category A,6,72.0,completed
T001221,2026-08-05,L01,consumer,Category A,3,48.0,completed
T001222,2026-08-05,L01,business,Category D,5,45.0,completed
T001223,2026-08-05,L01,consumer,Category A,1,25.0,completed
T001224,2026-08-05,L01,consumer,Category D,6,66.0,completed
T001225,2026-08-05,L01,consumer,Category B,4,32.0,completed
T001226,2026-08-05,L01,consumer,Category C,6,126.0,cancelled
T001227,2026-08-05,L01,consumer,Category C,3,51.0,completed
T001228,2026-08-05,L01,consumer,Category A,5,110.0,completed
T001229,2026-08-05,L02,consumer,Category D,3,42.0,completed
T001230,2026-08-05,L02,consumer,Category C,3,60.0,completed
T001231,2026-08-05,L02,consumer,Category D,4,72.0,completed
T001232,2026-08-05,L02,consumer,Category D,3,57.0,completed
T001233,2026-08-05,L02,business,Category C,1,25.0,completed
T001234,2026-08-05,L02,consumer,Category A,2,32.0,completed
T001235,2026-08-05,L02,business,Category D,2,38.0,completed
T001236,2026-08-05,L02,consumer,Category B,6,54.0,completed
T001237,2026-08-05,L02,consumer,Category A,4,96.0,completed
T001238,2026-08-05,L02,consumer,Category A,1,20.0,completed
T001239,2026-08-05,L02,consumer,Category A,6,90.0,completed
T001240,2026-08-05,L02,consumer,Category B,6,78.0,completed
T001241,2026-08-05,L03,consumer,Category C,2,34.0,completed
T001242,2026-08-05,L03,consumer,Category C,3,45.0,completed
T001243,2026-08-05,L03,consumer,Category A,1,12.0,completed
T001244,2026-08-05,L03,consumer,Category C,3,48.0,completed
T001245,2026-08-05,L03,consumer,Category D,3,27.0,completed
T001246,2026-08-05,L03,consumer,Category D,3,75.0,completed
T001247,2026-08-05,L03,business,Category C,6,60.0,completed
T001248,2026-08-05,L03,consumer,Category D,5,65.0,completed
T001249,2026-08-05,L03,business,Category C,4,64.0,completed
T001250,2026-08-05,L03,consumer,Category D,3,48.0,completed
T001251,2026-08-05,L03,consumer,Category D,6,132.0,cancelled
T001252,2026-08-05,L03,consumer,Category D,2,18.0,completed
T001253,2026-08-05,L03,consumer,Category A,4,64.0,completed
T001254,2026-08-05,L03,business,Category C,2,30.0,completed
T001255,2026-08-05,L03,consumer,Category D,2,40.0,completed
T001256,2026-08-05,L03,consumer,Category C,5,60.0,completed
T001257,2026-08-06,L01,consumer,Category A,6,84.0,completed
T001258,2026-08-06,L01,consumer,Category D,5,115.0,completed
T001259,2026-08-06,L01,consumer,Category D,4,56.0,completed
T001260,2026-08-06,L01,consumer,Category D,1,12.0,completed
T001261,2026-08-06,L01,consumer,Category A,6,96.0,completed
T001262,2026-08-06,L01,consumer,Category B,4,96.0,cancelled
T001263,2026-08-06,L01,consumer,Category C,4,64.0,completed
T001264,2026-08-06,L01,business,Category B,6,114.0,completed
T001265,2026-08-06,L01,consumer,Category C,1,10.0,completed
T001266,2026-08-06,L01,consumer,Category D,3,24.0,completed
T001267,2026-08-06,L01,business,Category D,1,15.0,completed
T001268,2026-08-06,L01,consumer,Category D,2,38.0,completed
T001269,2026-08-06,L01,consumer,Category B,1,8.0,completed
T001270,2026-08-06,L01,consumer,Category A,4,44.0,completed
T001271,2026-08-06,L01,consumer,Category A,5,45.0,cancelled
T001272,2026-08-06,L02,consumer,Category C,1,18.0,completed
T001273,2026-08-06,L02,consumer,Category C,2,46.0,completed
T001274,2026-08-06,L02,business,Category B,3,69.0,completed
T001275,2026-08-06,L02,consumer,Category B,2,24.0,completed
T001276,2026-08-06,L02,consumer,Category C,4,48.0,completed
T001277,2026-08-06,L02,consumer,Category C,2,50.0,completed
T001278,2026-08-06,L02,consumer,Category C,6,108.0,completed
T001279,2026-08-06,L02,consumer,Category D,3,33.0,completed
T001280,2026-08-06,L02,consumer,Category A,1,13.0,completed
T001281,2026-08-06,L02,consumer,Category A,3,57.0,completed
T001282,2026-08-06,L02,consumer,Category C,3,36.0,completed
T001283,2026-08-06,L02,consumer,Category B,6,138.0,cancelled
T001284,2026-08-06,L02,consumer,Category A,3,27.0,cancelled
T001285,2026-08-06,L02,consumer,Category B,3,36.0,completed
T001286,2026-08-06,L02,consumer,Category C,6,72.0,completed
T001287,2026-08-06,L02,consumer,Category B,3,42.0,completed
T001288,2026-08-06,L02,consumer,Category B,1,25.0,completed
T001289,2026-08-06,L02,consumer,Category D,6,144.0,completed
T001290,2026-08-06,L03,consumer,Category A,1,15.0,completed
T001291,2026-08-06,L03,consumer,Category B,4,56.0,completed
T001292,2026-08-06,L03,consumer,Category A,5,120.0,completed
T001293,2026-08-06,L03,consumer,Category D,3,27.0,completed
T001294,2026-08-06,L03,consumer,Category B,2,46.0,completed
T001295,2026-08-06,L03,consumer,Category D,2,26.0,completed
T001296,2026-08-06,L03,consumer,Category A,6,54.0,completed
T001297,2026-08-06,L03,consumer,Category B,5,115.0,completed
T001298,2026-08-06,L03,business,Category D,5,115.0,completed
T001299,2026-08-06,L03,business,Category B,5,50.0,completed
T001300,2026-08-06,L03,business,Category B,5,90.0,completed
T001301,2026-08-06,L03,consumer,Category C,4,44.0,cancelled
T001302,2026-08-06,L03,consumer,Category C,4,100.0,completed
T001303,2026-08-06,L03,consumer,Category C,4,92.0,completed
T001304,2026-08-06,L03,business,Category C,3,27.0,completed
T001305,2026-08-06,L03,consumer,Category C,2,20.0,completed
T001306,2026-08-06,L03,consumer,Category D,3,72.0,completed
T001307,2026-08-06,L03,business,Category A,5,40.0,completed
T001308,2026-08-06,L03,consumer,Category A,5,40.0,completed
T001309,2026-08-06,L03,consumer,Category B,4,60.0,completed
T001310,2026-08-06,L03,consumer,Category B,2,48.0,completed
T001311,2026-08-07,L01,consumer,Category C,5,45.0,completed
T001312,2026-08-07,L01,consumer,Category C,1,10.0,cancelled
T001313,2026-08-07,L01,consumer,Category B,1,10.0,completed
T001314,2026-08-07,L01,consumer,Category C,4,48.0,completed
T001315,2026-08-07,L01,consumer,Category D,5,90.0,completed
T001316,2026-08-07,L01,business,Category C,3,54.0,completed
T001317,2026-08-07,L01,consumer,Category D,6,132.0,completed
T001318,2026-08-07,L01,consumer,Category B,3,24.0,completed
T001319,2026-08-07,L01,consumer,Category D,2,30.0,completed
T001320,2026-08-07,L01,consumer,Category C,6,60.0,completed
T001321,2026-08-07,L01,consumer,Category C,3,51.0,completed
T001322,2026-08-07,L01,business,Category B,1,14.0,completed
T001323,2026-08-07,L01,consumer,Category D,3,27.0,completed
T001324,2026-08-07,L01,business,Category D,2,32.0,completed
T001325,2026-08-07,L01,consumer,Category D,5,85.0,completed
T001326,2026-08-07,L01,consumer,Category D,4,100.0,completed
T001327,2026-08-07,L01,consumer,Category C,1,19.0,completed
T001328,2026-08-07,L01,consumer,Category C,6,90.0,completed
T001329,2026-08-07,L01,consumer,Category C,4,56.0,completed
T001330,2026-08-07,L01,business,Category B,5,45.0,completed
T001331,2026-08-07,L01,consumer,Category A,3,33.0,completed
T001332,2026-08-07,L02,business,Category D,6,108.0,completed
T001333,2026-08-07,L02,business,Category B,2,22.0,completed
T001334,2026-08-07,L02,business,Category C,4,88.0,completed
T001335,2026-08-07,L02,consumer,Category B,6,126.0,completed
T001336,2026-08-07,L02,consumer,Category B,3,48.0,completed
T001337,2026-08-07,L02,consumer,Category B,5,85.0,completed
T001338,2026-08-07,L02,consumer,Category A,1,19.0,completed
T001339,2026-08-07,L02,consumer,Category D,4,52.0,completed
T001340,2026-08-07,L02,consumer,Category D,3,39.0,completed
T001341,2026-08-07,L02,consumer,Category B,1,13.0,completed
T001342,2026-08-07,L02,consumer,Category D,4,52.0,completed
T001343,2026-08-07,L02,consumer,Category C,3,75.0,completed
T001344,2026-08-07,L02,consumer,Category B,5,110.0,completed
T001345,2026-08-07,L02,consumer,Category C,2,34.0,completed
T001346,2026-08-07,L02,consumer,Category A,3,42.0,completed
T001347,2026-08-07,L02,consumer,Category D,4,84.0,completed
T001348,2026-08-07,L02,consumer,Category C,6,132.0,completed
T001349,2026-08-07,L02,consumer,Category A,4,92.0,completed
T001350,2026-08-07,L02,consumer,Category C,3,27.0,completed
T001351,2026-08-07,L02,consumer,Category C,3,42.0,completed
T001352,2026-08-07,L03,business,Category C,2,34.0,completed
T001353,2026-08-07,L03,consumer,Category D,5,95.0,completed
T001354,2026-08-07,L03,consumer,Category C,2,38.0,completed
T001355,2026-08-07,L03,consumer,Category D,6,126.0,completed
T001356,2026-08-07,L03,consumer,Category A,6,72.0,completed
T001357,2026-08-07,L03,business,Category A,3,72.0,completed
T001358,2026-08-07,L03,consumer,Category B,6,48.0,completed
T001359,2026-08-07,L03,business,Category D,5,65.0,completed
T001360,2026-08-07,L03,consumer,Category B,5,115.0,completed
T001361,2026-08-07,L03,business,Category C,2,28.0,completed
T001362,2026-08-07,L03,consumer,Category B,1,10.0,completed
